2.15,49,794,25500,1438,65000,2.4,49,754,25500,1602,65000,0.61,16,,94,0.49,16,,94,4,100,1.63,100
2.12,49,794,25500,1438,65000,2.52,49,754,25500,1602,65000,0.66,16,,94,0.46,16,,94,4.03,100,1.72,100
2.69,48,770,25500,1470,64500,2.15,48,844,25500,1517,64500,0.68,16,,94,0.54,16,,94,3.32,100,3.14,100
2.42,48,770,25500,1470,64500,2.3,48,844,25500,1517,64500,0.53,16,,94,0.7,16,,94,3.95,98,2.78,98
2.75,48,872,25500,1730,65000,2.2,48,861,25500,1867,65000,0.65,16,,94,0.61,16,,94,4.21,100,2.76,100
2.63,48,966,25750,1598,66000,2.32,48,847,25750,1783,66000,0.71,16,,94,0.59,16,,94,2.57,105,4.31,105
2.72,48,966,25750,1598,66000,2.45,48,847,25750,1783,66000,0.63,16.5,,94,0.65,16.5,,94,3.08,105,3.81,105
2.55,48,966,25750,1598,65500,2.42,48,847,25750,1783,65500,0.61,16.5,,94,0.69,16.5,,94,2.74,105,4.47,105
2.4,46,966,25500,1598,66500,2.3,46,847,25500,1783,66500,0.71,16,,94,0.59,16,,94,2.74,105,4.56,105
1.63,45,528,25500,1281,66000,1.75,45,600,25500,1201,66000,0.47,16,,94,0.46,16,,94,2.39,102,2.29,102
1.72,46,628,26250,1218,67000,1.75,46,649,26250,1282,67000,0.44,16.4,,94,0.46,16.4,,94,2.04,102,2.53,102
1.9,46,628,26250,1218,67000,1.7,46,649,26250,1282,67000,0.42,16.8,,94,0.45,16.8,,94,2.45,105,1.84,105
1.88,45.5,628,26000,1218,67000,1.75,45.5,649,26000,1282,67000,0.44,16.6,,94,0.46,16.6,,94,2.42,106,2.05,106
1.88,44.5,699,25750,1324,66000,1.75,44.5,582,25750,1173,66000,0.44,16.4,,94,0.5,16.4,,94,2.43,104,2.31,104
1.82,45.5,684,26750,1204,67000,1.85,45.5,675,26750,1436,67000,0.38,17.2,,94,0.37,17.2,,94,2.47,106,1.53,106
1.75,45,708,26500,1360,66500,1.8,45,638,26500,1396,66500,0.3,17.2,,94,0.47,17.2,,94,1.93,106,1.63,106
1.77,45.5,687,27000,1322,67500,1.82,45.5,770,27000,1451,67500,0.53,17.2,,94,0.4,17.2,,94,1.48,108,2.17,108
1.83,45,707,27000,1202,67500,1.75,45,686,27000,1005,67500,0.46,17.4,,94,0.46,17.4,,94,2.31,108,1.4,108
2.15,45,618,27000,948,68000,1.65,45,700,27000,1173,68000,0.63,17.2,,94,0.38,17.2,,94,1.47,110,2.24,110
2.15,45,609,26500,1160,67500,1.65,45,601,26500,1160,67500,0.66,17,,94,0.39,17,,94,1.25,110,2.66,110
1.9,44,568,26000,1360,66500,1.7,44,606,26000,1283,66500,0.32,17,,94,0.46,17,,94,3.39,105,1.31,105
2,43,590,26000,1455,66000,1.7,43,701,26000,1404,66000,0.37,17,,94,0.41,17,,94,3.63,105,1.39,105
1.75,44,688,26250,1541,66000,2.12,44,712,26250,1626,66000,0.38,17,,94,0.41,17,,94,3.27,105,1.63,105
2.2,44,700,26500,1692,66000,1.77,44,739,26500,1715,66000,0.3,17.5,,94,0.5,17.5,,94,3.08,105,1.78,105
1.99,44,743,26000,1881,65500,1.92,44,705,26000,1692,65500,0.4,17,,94,0.42,17,,94,3.22,105,1.84,105
1.95,45,743,26000,1881,65000,2.25,45,705,26000,1692,65000,0.4,17,,94,0.43,17,,94,2.45,105,2.52,105
1.9,44,666,26250,1939,65500,2.02,44,744,26250,1769,65500,0.43,17,,94,0.43,17,,94,2.58,105,2.6,105
2.1,43,751,25500,1743,64500,1.85,43,630,25500,1969,64500,0.59,16.5,,94,0.34,16.5,,94,2.05,105,3.41,105
2.1,43,751,25500,1743,64500,1.9,43,630,25500,1969,64500,0.55,16.5,,94,0.38,16.5,,94,2.27,105,3.18,105
2.22,43,652,25750,1892,63500,1.85,43,654,25750,1900,63500,0.51,16.5,,94,0.44,16.5,,94,3.82,100,2.27,100
2.17,44,562,25750,1013,62500,2,44,529,25750,1192,62500,0.36,17,,94,0.59,17,,94,3.61,100,2.35,100
1,43.5,562,25750,1013,62500,0.97,43.5,529,25750,1192,62500,0.34,16.4,,94,0.29,16.4,,94,1.59,99,1.49,99
1,43.5,562,25750,1013,62500,0.97,43.5,529,25750,1192,62500,0.34,16.4,,94,0.29,16.4,,94,1.59,99,1.49,99
1,43.5,562,25750,1013,62500,1.05,43.5,529,25750,1192,62500,0.34,16.6,,94,0.29,16.6,,94,1.59,99,1.49,99
1.09,44,595,25500,1119,62500,1.13,44,536,25500,1349,62500,0.34,16.4,,94,0.31,16.4,,94,1.73,99,1.6,99
1.27,43.5,619,25000,1177,61500,0.97,43.5,506,25000,986,61500,0.4,16,,94,0.32,16,,94,2.23,98,2.13,98
1.25,43.5,616,25000,1237,61500,1,43.5,496,25000,1086,61500,0.4,16,,94,0.32,16.2,,94,2.23,98,2.13,98
1.25,43.5,548,25250,1324,61500,1,43.5,592,25250,1191,61500,0.4,16,,94,0.32,16.2,,94,2.23,98,2.13,98
1.25,43.5,491,25250,1314,61500,1.1,43.5,549,25250,1210,61500,0.4,16,,94,0.32,16,,94,2.23,97,2.13,98
1.3,43,553,24750,1352,61500,1.05,43,494,24750,1346,61500,0.37,16,,94,0.37,16,,94,1.86,98,2.21,98
1.15,43,566,24750,1328,61500,1.32,43,580,24750,1245,61500,0.3,16,,94,0.46,16,,94,1.5,98,2.05,98
1.25,42,572,25000,1473,61500,1.2,42,602,25000,1343,61500,0.56,15.5,,94,0.27,15.5,,94,0.79,100,3.32,100
1.3,42,546,24500,1366,61500,1.27,42,561,24500,1419,61500,0.42,15.5,,94,0.36,15.5,,94,0.84,100,3.23,100
